date,brand,model,quantity_sold,current_stock,reorder_threshold,lead_time
2022-06-21,Oppo,Oppo Reno 5,35,412,30,10
2021-11-20,MSI,Stealth 15M,17,332,41,4
2022-07-29,MSI,GE76 Raider,11,370,16,7
2022-01-23,Apple,MacBook Pro 16,23,80,37,9
2021-09-08,MSI,Stealth 15M,34,471,37,7
2022-05-29,MSI,Stealth 15M,50,66,23,12
2023-12-27,Dell,XPS 13,4,429,11,12
2024-07-18,Apple,iPhone 13,8,453,46,11
2022-08-08,Vivo,Vivo Y51,6,25,17,5
2022-07-29,Dell,Latitude 7420,36,486,43,14
2023-01-07,Dell,XPS 13,50,195,37,6
2021-07-13,Realme,Realme 8,28,422,28,14
2022-03-05,Lenovo,Legion 5,21,120,25,5
2023-04-16,HP,EliteBook 840,23,299,26,5
2022-07-28,Lenovo,IdeaPad 3,5,465,12,11
2022-11-14,Dell,Inspiron 15,19,163,25,14
2023-04-27,MSI,GF65 Thin,1,20,38,5
2024-01-14,Xiaomi,Redmi Note 9,11,39,11,5
2023-10-31,Xiaomi,Mi 11,19,419,20,5
2022-03-21,Acer,Predator Helios,26,94,50,9
2024-02-29,Samsung,Galaxy Note 10,2,208,29,8
2022-05-29,Acer,Aspire 5,1,213,48,9
2023-05-17,Oppo,Oppo F19,43,250,28,7
2024-11-30,Vivo,Vivo Y51,44,418,48,6
2021-09-23,Oppo,Oppo F19,16,311,26,12
2024-08-28,MSI,Stealth 15M,10,97,13,11
2023-03-09,HP,Pavilion 15,8,240,21,10
2024-01-08,Apple,MacBook Air,4,104,42,4
2021-08-17,Oppo,Oppo Reno 5,28,319,29,6
2022-06-08,Samsung,Galaxy S21,43,339,45,5
2023-05-29,Vivo,Vivo X50,11,149,36,11
2024-08-30,Lenovo,ThinkPad X1,47,356,21,9
2023-01-10,Acer,Aspire 5,18,90,43,11
2024-05-10,Asus,ROG Zephyrus,20,348,49,5
2024-09-06,Oppo,Oppo A74,46,315,14,7
2021-05-25,Realme,Realme 8,14,87,17,11
2023-03-16,Vivo,Vivo V20,22,466,35,12
2022-02-16,MSI,GF65 Thin,35,338,10,5
2023-06-24,Xiaomi,Redmi Note 9,13,157,36,7
2021-02-10,Realme,Realme X7,28,418,10,9
2023-11-24,Dell,Inspiron 15,22,432,45,11
2024-11-28,Samsung,Galaxy S21,9,217,43,7
2022-04-27,Xiaomi,Mi 10,21,435,20,8
2021-01-03,Dell,Inspiron 15,45,102,46,6
2021-12-05,Realme,Realme X7,34,86,18,13
2023-04-19,Apple,iPhone 12,43,435,29,6
2023-03-27,OnePlus,OnePlus Nord,6,81,29,6
2023-05-13,Dell,Inspiron 15,7,299,26,14
2022-03-27,Xiaomi,Mi 10,29,143,41,5
2021-02-08,Vivo,Vivo X50,18,466,47,6
2024-05-04,Apple,MacBook Pro 13,7,245,45,10
2024-01-06,OnePlus,OnePlus 8,27,29,31,3
2021-06-18,Vivo,Vivo V20,21,197,15,9
2022-09-28,Samsung,Galaxy S20,30,404,24,6
2023-05-29,MSI,GE76 Raider,8,414,19,10
2022-07-09,MSI,Stealth 15M,32,287,31,5
2021-02-22,MSI,Stealth 15M,46,56,11,6
2022-07-18,Oppo,Oppo F19,8,183,14,6
2024-04-19,Dell,XPS 13,8,486,17,8
2022-12-04,Oppo,Oppo Reno 5,43,124,35,12
2021-05-08,Dell,XPS 13,5,156,49,8
2023-04-09,Asus,ROG Zephyrus,24,232,42,3
2023-04-28,Apple,iPhone 11,13,297,30,3
2023-01-22,Acer,Predator Helios,16,65,32,5
2021-10-25,MSI,GE76 Raider,23,267,40,10
2021-08-17,Asus,VivoBook 15,34,31,31,12
2021-11-01,Google,Pixel 4a,11,352,33,3
2022-03-19,Dell,Inspiron 15,23,181,44,14
2022-08-26,OnePlus,OnePlus 9,30,111,38,7
2021-09-11,Xiaomi,Mi 11,29,282,37,9
2023-10-24,Vivo,Vivo Y51,50,291,41,10
2024-06-15,Asus,VivoBook 15,32,495,29,4
2021-05-14,Lenovo,Legion 5,1,247,40,9
2023-11-01,HP,EliteBook 840,36,196,40,3
2024-05-29,Dell,Inspiron 15,25,350,14,14
2021-07-20,Oppo,Oppo Reno 5,47,405,24,7
2023-11-25,Lenovo,IdeaPad 3,39,299,32,3
2022-11-27,Apple,MacBook Air,36,387,45,13
2023-11-02,OnePlus,OnePlus 8,19,308,23,3
2024-08-25,Asus,ROG Zephyrus,2,112,44,3
2024-02-25,MSI,GF65 Thin,19,225,27,14
2024-12-04,Asus,ZenBook 14,26,159,50,9
2024-03-12,Apple,MacBook Air,17,358,26,7
2022-03-04,HP,Pavilion 15,27,411,28,8
2022-07-30,Asus,VivoBook 15,23,460,29,11
2021-08-14,Apple,MacBook Pro 16,25,449,42,13
2024-08-04,Oppo,Oppo Reno 5,23,103,22,13
2022-01-30,Realme,Realme 8,24,483,48,9
2023-09-23,Realme,Realme 8,23,266,20,10
2021-08-25,HP,Spectre x360,33,460,16,5
2024-07-29,Dell,Latitude 7420,18,37,16,3
2024-05-19,Google,Pixel 6,33,423,29,11
2023-06-08,Asus,VivoBook 15,10,474,25,4
2023-06-03,Vivo,Vivo X50,30,363,45,10
2023-05-15,Oppo,Oppo F19,13,116,36,12
2022-03-23,Lenovo,ThinkPad X1,1,53,36,14
2021-06-02,HP,Spectre x360,50,136,38,12
2023-07-01,Xiaomi,Mi 10,22,246,23,7
2021-12-09,HP,Pavilion 15,13,25,24,14
2023-01-02,Asus,VivoBook 15,39,41,22,10
2024-07-25,Acer,Aspire 5,46,287,10,14
2021-08-26,Vivo,Vivo V20,29,67,39,3
2024-10-21,Xiaomi,Mi 11,17,153,32,4
2021-06-22,Dell,Inspiron 15,36,390,13,14
2021-04-19,Vivo,Vivo Y51,16,218,17,9
2022-10-07,Asus,ROG Zephyrus,48,147,48,10
2023-08-28,MSI,GF65 Thin,17,148,50,7
2024-03-02,Acer,Predator Helios,23,42,45,13
2021-08-05,Dell,XPS 13,20,133,13,5
2021-10-09,Dell,Inspiron 15,38,55,15,9
2021-04-03,Realme,Realme X7,32,288,22,14
2022-05-10,Vivo,Vivo V20,27,482,27,10
2024-11-12,Xiaomi,Mi 11,3,430,34,13
2022-04-28,Oppo,Oppo Reno 5,19,347,31,6
2024-07-15,Google,Pixel 4a,25,125,44,8
2023-04-25,Lenovo,Legion 5,18,415,37,3
2021-11-05,Realme,Realme X7,22,174,27,7
2024-11-23,MSI,Stealth 15M,45,423,14,7
2021-04-30,Google,Pixel 5,42,422,33,11
2023-08-14,Oppo,Oppo Reno 5,34,268,17,10
2023-08-11,Vivo,Vivo V20,13,471,50,5
2022-01-15,Google,Pixel 6,17,374,33,14
2024-11-09,Apple,MacBook Pro 16,2,189,40,12
2024-10-23,Xiaomi,Mi 11,25,119,50,5
2021-01-14,Asus,ZenBook 14,13,153,23,13
2021-07-19,Vivo,Vivo Y51,47,348,33,11
2021-11-02,Dell,Inspiron 15,46,357,45,5
2022-08-10,Apple,MacBook Pro 16,42,490,10,13
2022-08-14,Vivo,Vivo V20,4,355,25,11
2021-11-18,Acer,Aspire 5,33,54,26,8
2023-11-16,Oppo,Oppo A74,15,53,41,14
2022-08-08,OnePlus,OnePlus Nord,44,176,24,6
2023-07-21,Dell,Inspiron 15,19,45,42,9
2021-12-29,Asus,ZenBook 14,3,118,42,3
2023-06-27,Dell,Inspiron 15,36,358,19,12
2023-09-09,Google,Pixel 5,26,437,33,4
2023-07-01,Apple,iPhone 13,42,364,38,8
2022-12-15,Apple,MacBook Air,1,214,38,9
2021-06-19,Google,Pixel 4a,20,65,13,13
2024-09-04,Acer,Swift 3,22,269,43,14
2023-12-26,HP,EliteBook 840,45,226,18,10
2021-07-14,Apple,iPhone 11,44,71,37,5
2022-01-17,Asus,VivoBook 15,4,364,21,6
2022-06-26,Google,Pixel 6,16,169,12,3
2022-10-04,Realme,Realme X7,24,413,49,4
2022-09-22,Vivo,Vivo X50,48,220,12,6
2023-05-14,MSI,Stealth 15M,43,97,29,4
2023-04-07,Apple,iPhone 13,8,491,28,7
2022-04-18,Asus,ZenBook 14,32,300,36,4
2024-06-20,Realme,Realme X7,10,106,39,6
2022-08-16,Samsung,Galaxy Note 10,11,285,41,4
2023-12-01,MSI,GE76 Raider,35,230,50,6
2021-09-03,Acer,Aspire 5,1,421,12,8
2022-03-24,Apple,MacBook Air,21,320,50,6
2022-10-11,MSI,GF65 Thin,41,293,49,9
2021-05-16,Realme,Realme 7,39,366,11,6
2022-11-30,Lenovo,IdeaPad 3,28,488,14,13
2021-01-19,Realme,Realme 8,29,134,22,9
2021-12-24,OnePlus,OnePlus Nord,43,466,40,6
2023-06-08,Oppo,Oppo F19,46,170,44,12
2024-02-19,Acer,Swift 3,36,423,50,7
2021-09-29,Samsung,Galaxy S20,15,393,11,14
2024-05-13,Vivo,Vivo X50,1,485,19,8
2021-09-30,HP,Pavilion 15,30,272,24,7
2024-08-11,Asus,ROG Zephyrus,19,332,39,13
2023-10-11,Xiaomi,Mi 10,32,126,31,8
2023-11-30,Asus,VivoBook 15,2,310,25,6
2023-11-01,Lenovo,Legion 5,34,399,30,14
2022-04-17,Apple,MacBook Air,11,249,21,14
2021-10-21,HP,Spectre x360,6,157,36,3
2024-03-19,Asus,ROG Zephyrus,49,398,15,7
2022-08-25,Lenovo,IdeaPad 3,45,102,33,6
2024-06-19,Apple,iPhone 13,37,56,26,9
2022-07-21,Acer,Aspire 5,39,496,31,13
2023-01-02,Realme,Realme 8,3,499,49,8
2022-05-30,Acer,Swift 3,36,37,21,9
2021-11-29,Asus,ZenBook 14,40,112,47,4
2024-07-22,MSI,GE76 Raider,3,393,29,14
2021-02-03,Asus,ROG Zephyrus,38,300,15,11
2022-08-17,Xiaomi,Mi 10,37,271,35,5
2022-04-03,HP,Pavilion 15,32,249,37,3
2023-07-22,Realme,Realme 8,46,251,11,3
2023-05-28,Xiaomi,Mi 11,29,155,26,7
2023-01-30,Apple,MacBook Pro 13,6,217,35,3
2022-06-03,HP,Spectre x360,4,41,12,4
2022-03-29,Samsung,Galaxy S21,5,36,11,14
2021-01-17,Acer,Swift 3,14,482,50,13
2024-05-16,Acer,Swift 3,44,422,18,9
2024-02-19,Oppo,Oppo Reno 5,12,249,28,11
2022-08-18,Realme,Realme X7,46,23,37,12
2021-02-14,Samsung,Galaxy S20,34,485,47,7
2021-06-24,Apple,iPhone 11,36,165,47,7
2022-01-20,Dell,Inspiron 15,26,79,29,8
2021-05-08,OnePlus,OnePlus 9,27,477,21,6
2021-04-28,Dell,Latitude 7420,34,218,22,7
2023-05-11,Apple,iPhone 12,46,290,28,13
2024-05-01,Dell,XPS 13,27,452,33,3
2024-05-08,Apple,iPhone 11,12,262,35,10
2022-09-01,Oppo,Oppo Reno 5,50,480,43,10
2023-10-11,Samsung,Galaxy S20,15,108,40,14
2024-05-14,Apple,iPhone 13,20,444,37,8
2023-03-05,Samsung,Galaxy Note 10,45,169,15,14
2021-08-20,Vivo,Vivo Y51,11,171,28,8
2021-06-09,Apple,iPhone 12,27,135,24,9
2021-02-04,OnePlus,OnePlus 8,4,214,47,5
2022-05-21,MSI,GE76 Raider,28,405,14,7
2024-04-16,Apple,MacBook Pro 16,8,225,37,13
2021-06-10,Realme,Realme 7,25,430,49,8
2024-09-20,Xiaomi,Mi 11,39,284,44,6
2022-11-16,Apple,MacBook Air,16,127,11,12
2023-08-04,MSI,Stealth 15M,25,88,22,13
2021-08-14,HP,Spectre x360,21,326,44,7
2021-04-27,Xiaomi,Mi 10,42,398,26,7
2021-03-18,Lenovo,Legion 5,32,262,50,13
2022-10-06,Asus,ZenBook 14,25,329,36,4
2022-11-28,Dell,XPS 13,31,164,37,12
2023-11-26,HP,Spectre x360,29,241,24,5
2024-10-06,OnePlus,OnePlus Nord,9,54,12,12
2023-06-27,Dell,Inspiron 15,39,267,23,8
2021-07-02,Realme,Realme 8,16,361,19,8
2023-11-30,Vivo,Vivo V20,12,136,22,4
2024-10-01,Xiaomi,Mi 11,21,349,30,13
2022-02-01,MSI,GE76 Raider,21,409,48,5
2022-03-20,Lenovo,ThinkPad X1,16,98,12,7
2023-03-29,Vivo,Vivo X50,19,71,40,4
2021-11-01,HP,EliteBook 840,21,314,27,3
2024-03-12,Asus,ROG Zephyrus,25,170,23,11
2023-05-22,MSI,Stealth 15M,43,458,35,5
2024-01-13,Xiaomi,Mi 10,19,164,42,9
2024-10-02,Realme,Realme 8,14,422,44,9
2021-06-12,Lenovo,Legion 5,46,256,48,5
2021-07-12,Realme,Realme 7,18,183,20,9
2024-09-07,Apple,iPhone 11,29,357,21,13
2021-07-03,Oppo,Oppo A74,13,88,30,10
2024-09-24,OnePlus,OnePlus 9,45,475,11,9
2022-08-28,OnePlus,OnePlus 9,26,39,44,12
2024-05-26,Realme,Realme 7,10,262,27,9
2022-04-12,Apple,MacBook Air,14,301,35,12
2022-01-07,Apple,iPhone 13,12,239,48,9
2021-04-07,MSI,GE76 Raider,16,71,31,4
2021-01-10,Dell,XPS 13,44,256,32,5
2024-11-27,Xiaomi,Redmi Note 9,19,445,10,12
2024-04-01,Apple,MacBook Pro 13,31,189,39,5
2023-07-04,Apple,iPhone 13,17,136,40,13
2021-01-07,OnePlus,OnePlus 8,30,362,19,10
2023-05-19,HP,Spectre x360,6,360,12,3
2022-02-15,Samsung,Galaxy Note 10,29,400,31,7
2024-10-22,MSI,Stealth 15M,29,201,11,9
2021-01-05,Realme,Realme 8,8,379,33,12
2022-05-02,Oppo,Oppo Reno 5,27,371,45,10
2022-03-07,Apple,iPhone 11,15,336,50,5
2021-03-11,OnePlus,OnePlus 9,38,463,47,10
2021-10-06,Vivo,Vivo Y51,24,131,13,10
2024-05-30,OnePlus,OnePlus 9,46,486,11,3
2021-06-08,Lenovo,Legion 5,12,20,34,4
2022-03-20,Apple,MacBook Air,49,349,20,12
2023-08-15,Acer,Aspire 5,32,258,17,4
2024-03-16,HP,EliteBook 840,18,367,10,13
2022-08-27,Samsung,Galaxy S20,10,101,27,8
2022-07-20,Samsung,Galaxy Note 10,42,161,50,5
2023-10-24,HP,Spectre x360,35,295,26,3
2021-08-25,MSI,Stealth 15M,36,44,20,9
2023-08-11,Xiaomi,Mi 11,9,294,40,8
2023-03-14,Lenovo,IdeaPad 3,43,227,16,11
2021-04-14,MSI,GE76 Raider,2,320,23,10
2023-02-26,Acer,Swift 3,13,377,21,7
2023-06-17,Samsung,Galaxy Note 10,41,425,42,4
2021-11-10,Samsung,Galaxy S21,24,306,35,14
2022-12-06,Vivo,Vivo Y51,28,172,15,3
2023-06-17,Xiaomi,Mi 11,31,401,40,8
2021-04-20,Asus,VivoBook 15,46,157,26,9
2022-11-25,Oppo,Oppo F19,24,498,35,8
2024-06-21,Dell,Latitude 7420,2,327,31,8
2021-04-12,Asus,ZenBook 14,31,208,28,12
2024-11-09,Apple,MacBook Pro 16,48,256,24,10
2022-10-25,Oppo,Oppo A74,40,38,12,12
2022-11-24,Apple,iPhone 12,1,181,48,3
2022-12-24,Lenovo,Legion 5,2,75,30,6
2023-03-17,HP,EliteBook 840,14,39,28,5
2022-07-06,Vivo,Vivo Y51,49,207,31,10
2021-09-19,Xiaomi,Redmi Note 9,43,85,20,13
2024-05-26,HP,Pavilion 15,16,242,31,9
2022-12-16,Dell,Latitude 7420,28,360,15,11
2022-02-19,OnePlus,OnePlus 8,21,37,12,5
2021-03-28,OnePlus,OnePlus 8,33,82,10,4
2021-02-27,Asus,VivoBook 15,24,69,29,13
2024-10-06,Acer,Predator Helios,27,470,23,10
2023-03-30,Acer,Aspire 5,23,50,25,12
2022-03-03,HP,Pavilion 15,47,108,45,3
2023-08-30,HP,Spectre x360,28,153,36,14
2024-03-14,Xiaomi,Mi 11,39,339,33,5
2021-09-21,Apple,iPhone 12,25,200,16,10
2023-09-05,Lenovo,IdeaPad 3,13,278,44,10
2022-03-27,Xiaomi,Redmi Note 9,48,90,37,6
2024-12-20,Xiaomi,Mi 11,34,265,11,6
2021-10-23,Apple,MacBook Air,26,242,20,13
2023-12-06,Apple,iPhone 13,42,252,27,10
2021-11-05,Vivo,Vivo X50,37,463,28,8
2021-12-19,Acer,Aspire 5,8,499,45,7
2022-05-04,Apple,iPhone 13,11,417,16,6
2021-04-01,Dell,Inspiron 15,2,86,30,14
2023-07-30,Samsung,Galaxy S21,41,62,15,11
2021-06-29,Acer,Aspire 5,12,336,34,9
2023-03-24,Google,Pixel 4a,39,491,50,7
2024-02-29,Samsung,Galaxy Note 10,2,441,35,14
2024-11-10,Google,Pixel 4a,1,61,23,10
2023-08-30,Google,Pixel 6,30,40,14,10
2021-08-22,Realme,Realme 8,33,188,13,5
2024-11-24,OnePlus,OnePlus 8,28,468,24,3
2021-09-10,OnePlus,OnePlus 8,8,110,37,13
2021-09-13,Asus,VivoBook 15,48,79,34,4
2023-11-22,MSI,Stealth 15M,39,31,23,5
2024-10-24,Vivo,Vivo V20,19,490,34,9
2023-09-14,OnePlus,OnePlus 8,50,456,26,6
2021-12-07,OnePlus,OnePlus 9,2,145,27,3
2024-05-19,Asus,ROG Zephyrus,28,59,19,13
2023-08-26,Google,Pixel 4a,5,265,33,12
2023-04-01,Acer,Swift 3,24,370,26,8
2023-10-14,Lenovo,ThinkPad X1,7,95,38,11
2023-10-17,Apple,MacBook Air,49,219,35,11
2022-04-14,Realme,Realme 8,4,375,36,3
2024-04-29,Apple,MacBook Pro 16,22,151,11,11
2023-03-13,Google,Pixel 6,26,349,39,9
2024-12-15,Realme,Realme 7,7,80,40,8
2022-10-21,Asus,VivoBook 15,18,101,44,14
2022-07-30,Samsung,Galaxy S21,18,312,20,13
2021-04-18,HP,EliteBook 840,45,453,22,7
2021-04-16,Vivo,Vivo X50,50,115,41,6
2021-10-02,Oppo,Oppo F19,26,172,28,9
2023-08-29,Asus,ZenBook 14,48,183,19,7
2021-02-26,Apple,iPhone 12,17,499,12,8
2024-07-01,Apple,MacBook Pro 16,28,101,29,13
2024-10-14,Oppo,Oppo Reno 5,9,348,27,11
2022-01-18,MSI,GE76 Raider,25,483,45,10
2021-12-09,HP,Spectre x360,30,282,10,10
2022-08-24,Apple,iPhone 11,31,123,16,6
2021-08-17,Xiaomi,Mi 10,22,336,13,6
2024-12-31,Samsung,Galaxy Note 10,47,187,44,12
2023-02-07,Vivo,Vivo X50,49,478,27,6
2024-10-23,Apple,MacBook Pro 13,20,377,16,9
2024-08-07,Lenovo,ThinkPad X1,11,88,33,13
2021-05-02,HP,Pavilion 15,47,236,37,10
2024-10-02,Acer,Aspire 5,4,155,30,14
2021-04-05,Oppo,Oppo A74,3,447,11,4
2023-07-22,Google,Pixel 6,2,226,29,14
2024-04-12,HP,Pavilion 15,25,82,44,7
2024-03-14,Oppo,Oppo F19,16,423,26,11
2022-01-13,Oppo,Oppo A74,33,395,49,13
2022-03-22,Vivo,Vivo Y51,11,491,32,3
2023-06-28,Apple,MacBook Pro 13,49,191,21,6
2022-07-10,Acer,Swift 3,4,199,15,3
2022-09-16,Acer,Aspire 5,47,409,34,7
2022-08-20,Apple,MacBook Pro 13,41,232,32,10
2022-01-20,Lenovo,IdeaPad 3,35,417,41,11
2024-07-18,Asus,ZenBook 14,29,265,45,6
2022-11-03,Xiaomi,Mi 11,41,292,48,12
2024-04-22,Google,Pixel 5,20,455,31,3
2022-07-28,Acer,Predator Helios,44,138,25,6
2022-09-13,MSI,GF65 Thin,37,324,28,6
2023-02-28,Asus,ZenBook 14,36,305,32,12
2022-08-01,Samsung,Galaxy Note 10,22,335,48,5
2021-05-22,Lenovo,ThinkPad X1,33,318,46,7
2022-08-27,Google,Pixel 4a,40,335,34,9
2023-06-08,OnePlus,OnePlus 8,23,293,34,3
2023-10-20,Acer,Predator Helios,50,202,47,12
2021-08-12,Lenovo,Legion 5,50,345,15,5
2021-02-18,Apple,iPhone 11,32,147,50,14
2024-01-10,Google,Pixel 6,44,112,48,10
2023-05-10,Dell,Inspiron 15,31,193,49,10
2022-08-27,Apple,MacBook Pro 16,29,444,50,11
2023-01-24,Samsung,Galaxy Note 10,5,273,32,12
2024-11-04,Oppo,Oppo F19,45,159,37,6
2022-10-14,Xiaomi,Mi 11,41,292,30,5
2022-09-06,Vivo,Vivo Y51,27,335,49,14
2023-11-26,Apple,MacBook Air,22,345,30,12
2022-01-10,HP,EliteBook 840,26,156,19,4
2024-10-16,Acer,Aspire 5,2,217,14,11
2024-01-18,Acer,Aspire 5,9,351,38,4
2022-11-06,HP,EliteBook 840,4,417,11,5
2022-10-31,Dell,Latitude 7420,48,425,50,11
2022-02-06,Oppo,Oppo Reno 5,3,408,28,5
2022-10-10,Realme,Realme X7,21,196,35,12
2023-12-18,MSI,Stealth 15M,14,315,14,9
2021-04-16,Asus,ROG Zephyrus,44,275,13,12
2023-07-19,HP,Pavilion 15,2,294,41,14
2022-10-17,Dell,XPS 13,33,243,16,12
2021-02-10,Google,Pixel 6,28,250,42,5
2023-05-11,Apple,MacBook Air,31,258,14,11
2021-09-30,Lenovo,IdeaPad 3,1,148,47,12
2022-03-04,Google,Pixel 6,47,240,31,8
2021-07-01,MSI,Stealth 15M,40,477,49,7
2023-02-10,Apple,MacBook Air,18,253,24,10
2023-09-14,Google,Pixel 6,21,349,41,6
2024-03-07,Acer,Aspire 5,20,457,29,6
2024-05-09,Lenovo,IdeaPad 3,4,445,29,10
2024-10-18,OnePlus,OnePlus Nord,46,297,16,5
2024-07-19,Oppo,Oppo Reno 5,47,198,41,4
2023-11-04,Realme,Realme 7,35,101,12,5
2023-05-03,Asus,VivoBook 15,44,242,31,4
2023-01-30,Apple,iPhone 11,48,496,35,6
2022-05-14,Realme,Realme X7,46,340,13,9
2021-07-08,Vivo,Vivo Y51,4,259,46,13
2023-12-18,HP,Pavilion 15,19,57,25,8
2021-04-24,Xiaomi,Mi 10,6,301,28,4
2022-05-18,Vivo,Vivo V20,35,377,21,8
2022-12-26,OnePlus,OnePlus 9,17,69,32,11
2023-09-18,Realme,Realme X7,28,309,42,13
2023-06-29,Xiaomi,Redmi Note 9,43,72,16,12
2024-12-06,Dell,Latitude 7420,16,212,33,8
2024-06-23,Oppo,Oppo Reno 5,6,349,40,13
2021-06-08,Dell,Inspiron 15,16,107,48,8
2021-11-11,Realme,Realme X7,29,101,33,11
2024-11-22,Google,Pixel 5,17,132,27,14
2024-01-10,Xiaomi,Mi 11,31,355,19,13
2023-11-08,Samsung,Galaxy S20,22,481,49,10
2021-03-11,Oppo,Oppo A74,15,337,37,9
2023-07-24,Apple,MacBook Pro 16,14,221,26,3
2024-10-27,Vivo,Vivo Y51,40,94,26,8
2024-10-26,Samsung,Galaxy S21,12,293,42,4
2023-06-10,Acer,Aspire 5,15,450,14,3
2022-12-01,MSI,GE76 Raider,2,36,49,4
2023-07-04,Asus,VivoBook 15,14,268,11,11
2021-04-24,Xiaomi,Redmi Note 9,39,472,12,3
2022-12-09,Samsung,Galaxy S21,20,443,16,12
2024-01-24,Vivo,Vivo X50,29,250,47,13
2024-03-27,HP,Pavilion 15,50,453,35,10
2024-04-23,Realme,Realme X7,37,322,16,3
2021-05-07,Apple,iPhone 11,28,262,18,10
2021-06-16,Dell,Inspiron 15,8,357,29,3
2022-06-05,Oppo,Oppo F19,16,332,38,5
2023-05-03,Samsung,Galaxy S20,8,437,25,11
2022-06-17,MSI,GE76 Raider,21,174,50,5
2022-02-19,Samsung,Galaxy S20,41,195,48,12
2022-07-23,HP,EliteBook 840,27,167,29,4
2024-02-11,MSI,GE76 Raider,18,451,26,5
2023-07-23,Apple,MacBook Pro 13,47,153,15,11
2024-05-19,Apple,MacBook Air,27,363,16,4
2021-01-26,Lenovo,ThinkPad X1,39,126,29,9
2024-09-18,Apple,iPhone 13,8,440,47,3
2023-10-29,Realme,Realme 8,25,137,15,9
2021-10-06,Google,Pixel 5,44,460,46,14
2021-04-16,Dell,XPS 13,34,315,20,12
2021-01-04,Google,Pixel 6,13,98,37,14
2023-04-26,Vivo,Vivo Y51,49,200,36,12
2022-08-09,Apple,iPhone 12,27,311,19,9
2024-07-21,Oppo,Oppo F19,35,83,46,3
2023-01-10,MSI,Stealth 15M,40,66,23,10
2023-08-27,Google,Pixel 5,9,93,18,12
2023-12-20,OnePlus,OnePlus Nord,13,283,27,11
2024-10-20,OnePlus,OnePlus Nord,48,386,12,12
2024-01-05,Xiaomi,Mi 10,33,404,36,9
2021-11-24,Acer,Aspire 5,37,63,30,4
2022-04-02,OnePlus,OnePlus Nord,26,92,15,10
2023-10-29,Xiaomi,Mi 11,9,404,22,8
2023-01-07,Apple,MacBook Pro 13,41,462,24,9
2021-10-04,Apple,MacBook Pro 13,35,430,45,12
2022-09-01,HP,Spectre x360,8,400,48,12
2023-11-23,Apple,MacBook Pro 16,47,229,42,10
2022-04-23,Samsung,Galaxy Note 10,12,223,46,9
2021-11-14,Vivo,Vivo Y51,34,343,22,11
2023-02-16,Lenovo,ThinkPad X1,29,492,20,8
2023-03-02,Apple,MacBook Pro 16,7,70,30,10
2022-02-07,Vivo,Vivo V20,28,238,30,11
2023-01-05,Asus,ROG Zephyrus,15,166,49,11
2021-02-17,Oppo,Oppo F19,36,92,17,4
2023-03-22,Vivo,Vivo X50,4,278,17,9
2022-03-07,MSI,GE76 Raider,49,147,20,7
2023-08-20,Realme,Realme X7,5,75,31,13
2022-04-08,Apple,MacBook Pro 16,3,474,43,11
2024-08-02,Apple,iPhone 12,12,321,39,9
2021-03-02,Samsung,Galaxy S20,23,248,13,13
2022-08-03,Apple,MacBook Air,11,88,14,10
2024-06-24,Samsung,Galaxy S20,15,24,23,14
2022-05-30,Samsung,Galaxy S20,12,348,39,5
2022-10-31,Acer,Predator Helios,15,341,50,10
2024-11-23,Xiaomi,Mi 10,39,50,45,6
2024-03-24,Asus,ZenBook 14,49,79,33,13
2023-08-10,Xiaomi,Mi 11,29,97,43,12
2024-08-25,Google,Pixel 4a,11,55,33,6
2022-07-04,Dell,XPS 13,16,192,34,5
2024-02-29,Xiaomi,Redmi Note 9,40,188,30,14
2024-05-10,Samsung,Galaxy S20,39,312,20,14
2021-06-19,OnePlus,OnePlus 9,10,229,17,3
2024-05-11,Apple,iPhone 12,48,104,44,10
2021-07-27,OnePlus,OnePlus Nord,42,99,15,9
2022-11-20,Apple,MacBook Pro 13,33,312,41,13
2021-09-12,Acer,Swift 3,4,443,18,3
2023-03-18,Apple,MacBook Air,15,382,39,12
2021-12-18,Samsung,Galaxy Note 10,34,443,17,4
2022-05-15,Samsung,Galaxy S21,40,149,30,7
2023-11-08,MSI,GE76 Raider,29,255,20,3
2021-11-13,Vivo,Vivo Y51,10,447,40,6
2024-05-29,Dell,Inspiron 15,29,255,34,4
2023-03-03,Acer,Aspire 5,18,288,28,8
2023-12-06,OnePlus,OnePlus 9,31,140,25,10
2023-03-12,Vivo,Vivo X50,44,156,40,10
2024-05-19,Lenovo,Legion 5,30,91,30,4
2022-01-26,Realme,Realme 8,39,275,37,3
2022-05-30,Asus,VivoBook 15,24,129,39,12
2022-05-13,Asus,ZenBook 14,13,117,11,13
2021-08-13,Apple,MacBook Pro 16,33,425,48,4
2024-01-05,Realme,Realme 8,38,386,34,6
2022-09-08,Lenovo,ThinkPad X1,31,389,22,8
2023-05-15,Lenovo,IdeaPad 3,17,92,49,7
2022-01-06,OnePlus,OnePlus Nord,42,345,30,7
2024-09-20,Google,Pixel 4a,49,444,33,8
2021-04-09,MSI,Stealth 15M,44,183,36,10
2023-03-03,HP,Spectre x360,3,74,46,7
2022-06-24,Google,Pixel 4a,2,449,20,4
2024-12-23,MSI,GF65 Thin,6,487,33,6
2022-11-28,Samsung,Galaxy S20,5,324,34,9
2021-05-08,Xiaomi,Mi 10,17,302,50,7
2022-08-05,Dell,XPS 13,36,21,19,11
